Unit,Plot,Quadrat,SpClass,Species,Class 1,Class 2,Class 3,Class 4,Notes
3,I6,1,OC,WHA,1,0,0,0,
3,I6,2,INT,TUP,3,0,0,0,
3,I6,2,TOL,REM,28,0,0,0,
3,I6,3,INT,SAS,4,0,0,0,
3,I6,3,INT,TUP,3,0,0,0,
3,I6,3,OC,WHA,1,0,0,0,
3,I6,3,TOL,REM,28,0,0,0,
3,I6,4,INT,TUP,1,0,0,0,
3,I6,4,INT,SAS,2,0,0,0,
3,I6,4,OC,WHA,1,0,0,0,
3,I6,4,MOak,WHO,3,0,0,0,
3,I6,4,TOL,REM,5,0,0,0,
3,J2,1,NC,HAZ,9,4,6,3,
3,J2,1,OC,REE,5,1,0,0,
3,J2,1,INT,SAS,1,0,0,0,
3,J2,1,OC,WHA,1,0,0,0,
3,J2,2,OC,WHA,3,1,1,0,
3,J2,2,TOL,SUM,2,0,0,0,
3,J2,2,Hic,SHH,1,0,0,0,
3,J2,2,NC,MUS,2,1,1,1,
3,J2,2,Xoak,BLO,1,0,0,0,
3,J2,2,TOL,REM,1,0,0,0,
3,J2,2,OC,REE,1,0,0,0,
3,J2,2,OC,HAW,1,0,0,0,
3,J2,3,NC,MUS,3,1,0,0,
3,J2,3,TOL,SUM,2,0,0,0,
3,J2,3,NC,HAZ,0,1,1,0,
3,J2,3,OC,REE,1,0,0,0,
3,J2,3,OC,WHA,2,0,0,0,
3,J2,4,TOL,AMB,0,0,0,3,
3,J2,4,TOL,SUM,1,0,0,0,
3,J2,4,OC,WHA,2,0,0,0,
3,J2,4,NC,MUS,0,0,1,0,
3,J2,4,INT,BLC,0,1,0,0,
3,J2,4,OC,REE,1,0,0,0,
3,J2,4,INT,TUP,1,0,0,0,
3,J3,1,OC,WHA,0,1,0,0,
3,J3,1,INT,BLC,1,0,0,0,
3,J3,3,INT,TUP,1,0,0,0,
3,J3,4,OC,WHA,1,1,0,0,
3,J3,4,INT,SAS,2,0,0,0,
3,J4,1,NC,IRO,1,0,0,0,
3,J4,1,INT,SAS,6,2,0,0,
3,J4,1,OC,FLD,2,0,0,0,
3,J4,1,Xoak,BLO,1,0,0,0,
3,J4,1,Xoak,SCO,1,0,0,0,
3,J4,1,NC,SER,0,0,0,1,
3,J4,1,TOL,REM,10,0,0,0,
3,J4,1,OC,ERC,1,0,0,0,
3,J4,1,Xoak,OAK,1,0,0,0,
3,J4,2,INT,SAS,5,1,0,0,
3,J4,2,NC,IRO,1,1,1,0,
3,J4,2,NC,SER,0,1,0,0,
3,J4,2,NC,WIT,1,1,0,0,
3,J4,2,TOL,REM,1,0,0,0,
3,J4,3,Xoak,SCO,14,0,0,0,
3,J4,3,INT,SAS,4,1,0,0,
3,J4,3,MOak,WHO,1,0,0,0,
3,J4,3,NC,IRO,2,1,0,0,
3,J4,3,XOak,CHO,1,0,0,0,
3,J4,3,NC,WIT,2,0,0,0,
3,J4,3,TOL,REM,4,0,0,0,
3,J4,3,NC,DOG,1,0,0,0,
3,J5,1,Hic,SHH,0,0,0,1,
3,J5,1,XOak,CHO,4,0,0,0,
3,J5,1,INT,SAS,2,0,0,0,
3,J5,1,INT,TUP,1,0,0,0,
3,J5,1,TOL,REM,3,0,0,0,
3,J5,1,NC,MUS,1,0,0,0,
3,J5,2,XOak,CHO,1,0,0,0,
3,J5,2,INT,SAS,2,0,0,0,
3,J5,2,Hic,SHH,0,1,0,0,
3,J5,2,TOL,REM,12,0,0,0,
3,J5,3,INT,TUP,1,0,0,0,
3,J5,3,XOak,CHO,2,0,0,0,
3,J5,3,TOL,REM,16,0,0,0,
3,J5,4,INT,SAS,4,0,0,0,
3,J5,4,XOak,CHO,3,1,0,0,
3,J5,4,NC,IRO,1,0,0,0,
3,J5,4,NC,DOG,1,0,0,0,
3,J5,4,Xoak,BLO,1,1,0,0,
3,J5,4,TOL,REM,14,0,0,0,
3,J6,1,INT,TUP,2,0,0,0,
3,J6,1,TOL,REM,1,0,0,0,
3,J6,1,INT,SAS,3,0,0,0,
3,J6,1,TOL,AMB,0,0,0,1,
3,J6,2,INT,TUP,1,0,0,0,
3,J6,2,OC,WHA,5,0,0,0,
3,J6,2,INT,SAS,2,1,0,0,
3,J6,2,TOL,REM,1,0,0,0,
3,J6,3,OC,WHA,1,0,0,0,
3,J6,3,INT,TUP,5,0,0,0,
3,J6,3,INT,SAS,2,1,0,1,
3,J6,3,Xoak,BLO,2,0,0,0,
3,J6,3,MOak,WHO,1,0,0,0,
3,J6,3,Hic,SHH,1,0,0,0,
3,J6,3,OC,WHA,1,0,0,0,
3,J6,3,TOL,REM,7,0,0,0,
3,J6,4,OC,WHA,3,0,0,0,
3,J6,4,MOak,WHO,1,0,0,0,
3,J6,4,TOL,REM,8,0,0,0,
3,J6,4,Xoak,BLO,2,0,0,0,
3,J7,1,Xoak,BLO,1,0,0,0,
3,J7,1,Moak,NRO,0,1,0,0,
3,J7,1,INT,TUP,5,0,0,0,
3,J7,1,OC,WHA,1,0,0,0,
3,J7,1,INT,SAS,1,0,0,0,
3,J7,1,TOL,REM,1,0,0,0,
3,J7,2,NC,ERB,1,0,0,0,
3,J7,2,INT,TUP,10,0,0,0,
3,J7,2,TOL,REM,3,0,0,0,
3,J7,2,Moak,NRO,1,0,0,0,
3,J7,2,OC,WHA,4,0,0,0,
3,J7,2,INT,SAS,1,0,0,0,
3,J7,2,NC,MUS,0,1,2,0,
3,J7,3,INT,TUP,15,0,0,0,
3,J7,3,Hic,SHH,1,0,0,0,
3,J7,3,INT,SAS,1,0,0,0,
3,J7,3,NC,ERB,4,0,0,0,
3,J7,3,OC,WHA,1,0,0,0,
3,J7,3,TOL,REM,5,0,0,0,
3,J7,3,INT,BLC,1,0,0,0,
3,J7,4,Hic,PIH,1,0,0,0,
3,J7,4,Moak,NRO,1,0,0,0,
3,J7,4,INT,TUP,4,0,0,0,
3,J7,4,NC,ERB,6,1,0,0,
3,J7,4,TOL,REM,3,0,0,0,
3,J7,4,Hic,SHH,1,0,0,0,
3,J7,4,OC,REE,1,0,0,0,
3,J7,4,NC,IRO,1,0,0,1,
3,J7,4,OC,WHA,0,1,0,0,
3,J7,4,INT,BLC,1,0,0,0,
3,J7,4,Hic,SMC,1,0,0,0,
3,K2,1,TOL,REM,3,0,0,0,
3,K2,1,NC,IRO,0,0,0,2,
3,K2,1,TOL,SUM,2,0,0,0,
3,K2,1,NC,MUS,0,0,1,0,
3,K2,1,INT,TUP,1,0,0,0,
3,K2,2,NC,WIT,1,0,0,0,
3,K2,2,TOL,REM,2,0,0,0,
3,K2,2,TOL,AMB,0,0,1,0,
3,K2,2,OC,FLD,1,0,0,0,
3,K2,3,TOL,REM,5,0,0,0,
3,K2,3,NC,SER,1,0,0,0,
3,K2,3,OC,FLD,1,0,0,0,
3,K2,3,Xoak,BLO,1,0,0,0,
3,K2,3,INT,SAS,2,0,0,0,
3,K2,3,INT,BLC,1,0,0,0,
3,K2,3,TOL,SUM,2,0,0,0,
3,K2,3,Hic,PIH,1,0,0,0,
3,K2,3,NC,IRO,0,0,1,0,
3,K2,4,INT,TUP,2,0,0,0,
3,K2,4,TOL,REM,3,0,0,0,
3,K3,1,NC,WIT,0,0,1,0,
3,K3,1,TOL,SUM,0,1,0,0,
3,K3,1,INT,BLC,0,1,0,0,
3,K3,1,OC,REE,4,1,2,0,
3,K3,2,NC,MUS,0,0,1,2,
3,K3,2,OC,REE,0,0,0,1,
3,K3,3,OC,REE,0,1,1,0,
3,K3,3,NC,HAZ,0,1,1,1,
3,K3,3,OC,WHA,0,0,1,0,
3,K3,3,INT,BLC,3,0,0,0,
3,K3,4,NC,MUS,0,1,0,0,
3,K3,4,INT,BLC,7,0,0,0,
3,K3,4,TOL,SUM,0,0,0,1,
3,K4,1,INT,SAS,1,0,0,0,
3,K4,1,TOL,REM,1,0,0,0,
3,K4,1,INT,TUP,1,0,0,0,
3,K4,2,INT,BLC,1,0,0,0,
3,K4,2,XOak,CHO,2,0,0,0,
3,K4,2,TOL,REM,1,0,0,0,
3,K4,3,INT,UNK,1,0,0,0,"""red"" was only thing written "
3,K4,3,Xoak,BLO,1,0,0,0,
3,K4,4,Moak,NRO,1,0,0,0,
3,K4,4,TOL,REM,2,0,0,0,
3,K4,4,INT,TUP,1,0,0,0,
3,K5,1,MOak,WHO,9,0,0,0,
3,K5,1,TOL,REM,15,0,0,0,
3,K5,1,Hic,SHH,1,0,0,0,
3,K5,1,Xoak,BLO,1,0,0,0,
3,K5,1,INT,SAS,14,3,0,0,
3,K5,1,INT,BLC,1,0,0,0,
3,K5,2,TOL,AMB,0,1,0,0,
3,K5,2,INT,SAS,5,2,0,0,
3,K5,2,TOL,REM,5,0,0,0,
3,K5,2,MOak,WHO,1,0,0,0,
3,K5,3,MOak,WHO,11,0,0,0,
3,K5,3,INT,SAS,9,4,1,0,
3,K5,3,TOL,REM,12,1,0,0,
3,K5,3,NC,WIT,1,1,0,0,
3,K5,3,Xoak,BLO,2,0,0,0,
3,K5,4,MOak,WHO,7,0,0,0,
3,K5,4,INT,SAS,6,1,0,0,
3,K5,4,OC,WHA,2,0,0,0,
3,K5,4,TOL,REM,13,0,1,0,
3,K5,4,INT,TUP,1,0,0,0,
3,K6,3,INT,TUP,1,0,0,0,
3,K7,1,INT,TUP,22,0,0,0,
3,K7,1,NC,MUS,1,0,1,1,
3,K7,1,OC,BLG,2,2,0,0,
3,K7,1,OC,WHA,3,0,0,0,
3,K7,1,Hic,PIH,1,1,0,0,
3,K7,1,INT,SAS,1,0,0,0,
3,K7,1,TOL,REM,7,0,0,0,
3,K7,1,TOL,AMB,0,0,0,1,
3,K7,2,NC,MUS,0,0,1,0,
3,K7,2,Hic,PIH,3,1,0,0,
3,K7,2,OC,WHA,1,0,0,0,
3,K7,2,INT,TUP,6,0,0,0,
3,K7,2,Xoak,BLO,1,0,0,0,
3,K7,2,OC,FLD,2,0,0,0,
3,K7,2,TOL,REM,3,0,0,0,
3,K7,2,MOak,WHO,1,0,0,0,
3,K7,3,Hic,PIH,1,0,0,0,
3,K7,3,OC,WHA,1,1,0,0,
3,K7,3,NC,SER,1,2,1,0,
3,K7,3,INT,TUP,13,0,0,0,
3,K7,3,OC,BLG,1,0,0,0,
3,K7,3,INT,BLC,1,0,0,0,
3,K7,3,OC,FLD,1,0,0,0,
3,K7,3,TOL,REM,8,0,0,0,
3,K7,3,TOL,AMB,0,0,1,0,
3,K7,4,NC,MUS,3,1,0,0,
3,K7,4,INT,BLC,1,0,0,0,
3,K7,4,INT,TUP,10,0,0,0,
3,K7,4,Hic,PIH,1,0,0,0,
3,L2,1,TOL,REM,12,0,0,0,
3,L2,1,NC,WIT,4,0,0,0,
3,L2,1,INT,SAS,4,0,0,0,
3,L2,1,INT,BLC,1,0,0,0,
3,L2,1,OC,REE,1,0,0,0,
3,L2,2,NC,SER,1,0,0,0,
3,L2,2,INT,SAS,2,0,0,0,
3,L2,2,TOL,REM,17,0,0,0,
3,L2,2,TOL,SUM,1,0,0,1,
3,L2,2,TOL,AMB,2,0,0,0,
3,L2,2,NC,IRO,0,0,1,1,
3,L2,3,OC,WHA,1,0,0,0,
3,L2,3,NC,SER,2,0,0,0,
3,L2,3,INT,SAS,1,0,0,0,
3,L2,3,NC,IRO,1,0,0,0,
3,L2,3,INT,TUP,1,0,0,0,
3,L2,3,TOL,REM,10,0,0,0,
3,L2,4,OC,FLD,1,0,0,0,
3,L2,4,TOL,AMB,1,0,0,2,
3,L2,4,TOL,REM,6,0,0,0,
3,L3,1,TOL,REM,0,1,0,0,
3,L3,1,MOak,WINGED SUMAC,0,1,0,1,
3,L3,1,NC,WIT,0,1,0,1,
3,L3,1,INT,SAS,0,0,1,0,
3,L3,1,OC,FLD,1,0,0,0,
3,L3,1,INT,TUP,0,0,0,2,
3,L3,2,NC,WIT,0,1,3,3,
3,L3,2,INT,TUP,0,0,0,1,
3,L3,2,MOak,WINGED SUMAC,0,0,0,1,
3,L3,2,OC,BIA,0,0,0,1,
3,L3,3,NC,WIT,0,0,2,0,
3,L3,3,TOL,REM,3,2,0,0,
3,L3,3,INT,TUP,1,0,0,2,
3,L3,3,MOak,WINGED SUMAC,1,0,0,1,
3,L3,3,OC,BLG,0,0,0,1,
3,L3,3,OC,FLD,0,0,1,3,
3,L3,4,NC,SER,0,1,0,0,
3,L3,4,TOL,AMB,0,0,1,0,
3,L3,4,INT,SAS,0,1,0,0,
3,L3,4,TOL,REM,0,0,13,1,
3,L3,4,MOak,WINGED SUMAC,0,0,1,2,
3,L3,4,NC,WIT,0,0,0,1,
3,L3,4,INT,TUP,0,0,1,0,
3,L4,1,NC,WIT,1,0,1,0,
3,L4,1,NC,MUS,1,0,0,0,
3,L4,2,MOak,WHO,1,0,0,0,
3,L4,2,NC,WIT,1,0,0,0,
3,L4,2,INT,TUP,1,0,0,0,
3,L4,2,TOL,REM,2,0,0,0,
3,L4,3,OC,BLG,0,1,0,0,
3,L4,3,NC,WIT,1,2,0,1,
3,L4,3,TOL,REM,1,0,0,0,
3,L4,3,INT,TUP,1,0,0,0,
3,L4,4,TOL,REM,1,0,0,0,
3,L5,1,INT,BLC,1,0,0,0,
3,L5,1,TOL,REM,8,0,0,0,
3,L5,1,Moak,NRO,1,0,0,0,
3,L5,1,NC,SER,3,0,1,0,
3,L5,1,INT,SAS,1,0,0,0,
3,L5,1,Hic,BIH,1,0,0,0,
3,L5,1,Hic,PIH,1,0,0,0,
3,L5,2,TOL,REM,11,0,0,0,
3,L5,2,Moak,NRO,1,0,0,0,
3,L5,2,INT,BLC,1,0,0,0,
3,L5,3,NC,SER,0,0,1,0,
3,L5,3,TOL,REM,4,0,0,0,
3,L5,3,INT,TUP,1,0,0,0,
3,L5,3,INT,BLC,2,0,0,0,
3,L5,3,TOL,AMB,0,0,1,1,
3,L5,3,Moak,NRO,2,0,0,0,
3,L5,4,TOL,REM,6,0,0,0,
3,L5,4,INT,SAS,1,1,0,0,
3,L5,4,Hic,SHH,1,0,0,0,
3,L5,4,OC,WHA,1,0,0,0,
3,L5,4,XOak,CHO,1,0,0,0,
3,L6,1,INT,TUP,2,0,0,0,
3,L6,1,TOL,REM,17,0,0,0,
3,L6,1,Hic,PIH,1,0,0,0,
3,L6,2,Xoak,SCP,1,0,0,0,
3,L6,2,XOak,CHO,1,0,0,0,
3,L6,2,Hic,SHH,1,0,0,0,
3,L6,2,INT,SAS,4,1,0,0,
3,L6,2,TOL,REM,29,0,0,0,
3,L6,2,TOL,AMB,0,1,0,0,
3,L6,2,Hic,PIH,1,0,0,0,
3,L6,2,INT,TUP,2,0,0,0,
3,L6,2,INT,BLC,1,0,0,0,
3,L6,3,NC,IRO,0,0,1,0,
3,L6,3,TOL,AMB,0,1,0,2,
3,L6,3,Xoak,SCO,1,0,0,0,
3,L6,3,INT,BLC,1,0,0,0,
3,L6,3,INT,SAS,2,0,0,0,
3,L6,3,NC,MUS,0,0,0,1,
3,L6,3,Hic,SHH,1,0,0,0,
3,L6,4,INT,SAS,1,0,0,0,
3,L6,4,Hic,PIH,0,0,0,1,
3,L6,4,INT,TUP,1,0,0,0,
3,L6,4,Xoak,SCO,1,0,0,0,
3,L6,4,NC,SER,1,0,0,0,
3,L6,4,TOL,REM,8,0,0,0,
3,L6,4,Hic,SHH,1,0,0,0,
3,M2,1,OC,BLG,4,0,0,0,
3,M2,1,INT,TUP,2,0,0,0,
3,M2,1,INT,SAS,1,0,0,0,
3,M2,1,Hic,PIH,1,0,0,0,
3,M2,1,TOL,REM,1,0,0,0,
3,M2,2,INT,SAS,1,0,0,0,
3,M2,2,OC,BLG,1,0,0,0,
3,M2,2,INT,TUP,1,0,0,0,
3,M2,2,OC,FLD,1,0,0,0,
3,M2,3,Xoak,BLO,1,0,0,0,
3,M2,3,INT,TUP,1,0,0,0,
3,M2,3,Hic,BIH,1,0,0,0,
3,M2,3,INT,SAS,1,0,0,0,
3,M2,4,Hic,PIH,1,0,0,0,
3,M2,4,INT,TUP,2,0,0,0,
3,M3,1,INT,SAS,1,0,0,0,
3,M3,1,MOak,WINGED SUMAC,3,1,2,0,
3,M3,1,OC,FLD,0,1,0,0,
3,M3,1,Xoak,BLO,1,0,0,0,
3,M3,1,Hic,PIH,0,1,2,0,
3,M3,1,MOak,WHO,0,0,1,0,
3,M3,1,XOak,CHO,1,0,0,0,
3,M3,2,NC,DOG,0,0,2,0,
3,M3,2,TOL,REM,0,0,1,0,
3,M3,2,XOak,CHO,0,0,7,2,
3,M3,2,NC,SER,0,0,1,2,
3,M3,2,INT,SAS,0,0,0,1,
3,M3,2,Xoak,BLO,1,0,0,0,
3,M3,2,MOak,WINGED SUMAC,1,0,0,0,
3,M3,3,INT,SAS,2,1,4,3,
3,M3,3,MOak,WINGED SUMAC,0,2,1,1,
3,M3,3,INT,BLC,0,0,1,0,
3,M3,3,TOL,REM,1,0,0,0,
3,M3,4,INT,SAS,2,1,2,0,
3,M3,4,NC,SER,0,0,1,0,
3,M3,4,MOak,WHO,0,0,0,1,
3,M3,4,TOL,REM,0,0,2,3,
3,M3,4,INT,BLC,0,0,1,0,
3,M4,1,NC,SPI,0,0,1,0,
3,M4,1,OC,WHA,1,0,0,0,
3,M4,2,OC,WHA,0,0,1,0,
3,M4,2,NC,IRO,1,0,0,0,
3,M4,2,NC,SPI,0,0,1,0,
3,M4,3,OC,WHA,1,0,0,0,
3,M4,3,Hic,BIH,1,0,0,0,
3,M5,1,NC,SPI,1,1,0,1,
3,M6,1,NC,IRO,1,2,0,2,
3,M6,1,OC,WHA,1,0,0,0,
3,M6,2,OC,WHA,2,0,0,0,
3,M6,2,Hic,PIH,1,0,0,0,
3,M6,2,XOak,CHO,1,0,0,0,
3,M6,2,INT,SAS,4,0,0,0,
3,M6,2,Hic,SHH,1,0,0,0,
3,M6,2,OC,BLG,1,0,0,0,
3,M6,2,TOL,REM,13,0,0,0,
3,M6,3,XOak,CHO,1,0,0,0,
3,M6,3,OC,WHA,1,0,0,0,
3,M6,3,INT,TUP,4,0,0,0,
3,M6,3,INT,SAS,1,0,0,0,
3,M6,3,TOL,REM,19,0,0,0,
3,M6,4,INT,SAS,2,0,0,0,
3,M6,4,TOL,REM,19,0,0,0,
3,M6,4,OC,WHA,1,0,0,0,
3,M6,4,INT,TUP,1,0,0,0,
3,M6,4,OC,BLG,1,0,0,0,
3,N2,1,TOL,SUM,2,0,0,0,
3,N2,1,TOL,AMB,1,0,0,0,
3,N2,1,NC,WIT,1,0,0,0,
3,N2,1,TOL,REM,1,0,0,0,
3,N2,1,INT,TUP,1,0,0,0,
3,N2,1,Moak,NRO,1,0,0,0,
3,N2,2,NC,SER,1,0,0,0,
3,N2,2,TOL,REM,1,0,0,0,
3,N2,2,NC,DOG,1,0,0,0,
3,N2,3,TOL,SUM,1,0,0,0,
3,N2,3,INT,TUP,1,0,0,0,
3,N2,3,TOL,REM,1,0,0,0,
3,N3,1,Xoak,BLO,0,1,0,0,
3,N3,1,INT,SAS,1,0,0,0,
3,N3,1,XOak,CHO,1,0,0,0,
3,N3,2,INT,SAS,8,6,1,0,
3,N3,2,INT,BLC,0,0,0,1,
3,N3,2,TOL,REM,2,0,1,2,
3,N3,2,Xoak,SCO,0,0,0,2,
3,N3,3,INT,SAS,17,5,1,0,
3,N3,3,MOak,WINGED SUMAC,1,0,1,1,
3,N3,3,XOak,CHO,1,1,1,0,
3,N3,4,INT,SAS,7,3,0,0,
3,N3,4,MOak,WINGED SUMAC,0,1,0,12,
3,N3,4,TOL,REM,1,0,0,0,
3,N4,1,NC,MUS,1,3,2,0,
3,N4,1,INT,TUP,4,0,0,0,
3,N4,1,TOL,REM,2,0,0,0,
3,N4,2,INT,SAS,2,0,0,0,
3,N4,2,OC,FLD,3,0,0,0,
3,N4,2,TOL,REM,3,0,0,0,
3,N4,2,INT,BLC,3,0,0,0,
3,N4,2,OC,WHA,0,1,0,0,
3,N4,2,Moak,NRO,1,0,0,0,
3,N4,2,NC,IRO,1,1,0,0,
3,N4,2,NC,MUS,1,0,0,0,
3,N4,3,INT,SAS,3,0,0,0,
3,N4,3,NC,SPI,1,0,0,0,
3,N4,3,NC,MUS,2,0,1,0,
3,N4,3,INT,BLC,1,0,0,0,
3,N4,3,TOL,REM,5,0,0,0,
3,N4,3,NC,SER,0,0,1,0,
3,N4,3,NC,DOG,1,0,0,0,
3,N4,3,INT,TUP,1,0,0,0,
3,N4,3,OC,EWP,1,0,0,0,
3,N4,4,INT,TUP,2,0,0,0,
3,N4,4,TOL,REM,1,0,0,0,
3,N4,4,Hic,SHH,1,0,0,0,
3,N4,4,OC,BLG,2,0,0,0,
3,N5,1,NC,LET,1,0,0,0,
3,N5,1,OC,WHA,3,0,0,0,
3,N5,2,OC,WHA,4,0,0,0,
3,N5,4,NC,MUS,1,0,0,0,
3,N5,4,OC,WHA,1,0,0,0,
3,N6,1,MOak,WHO,1,1,0,0,
3,N6,1,NC,WIT,2,2,0,0,
3,N6,1,NC,SPI,0,2,4,0,
3,N6,1,OC,WHA,3,0,0,0,
3,N6,1,OC,BLG,1,1,0,0,
3,N6,1,NC,IRO,0,0,3,0,
3,N6,1,Xoak,BLO,0,0,1,0,
3,N6,1,TOL,REM,5,0,0,0,
3,N6,2,NC,WIT,2,1,0,0,
3,N6,2,NC,IRO,0,2,1,0,
3,N6,2,OC,WHA,3,0,0,0,
3,N6,2,NC,ERB,1,0,0,0,
3,N6,2,NC,SPI,2,0,0,0,
3,N6,2,INT,TUP,4,0,0,0,
3,N6,2,INT,BLC,4,0,0,0,
3,N6,2,NC,HAZ,0,0,1,0,
3,N6,2,NC,LET,0,1,0,0,Leatherwood?
3,N6,3,NC,WIT,0,4,0,0,
3,N6,3,OC,FLD,0,1,1,0,
3,N6,3,TOL,REM,6,0,0,0,
3,N6,3,INT,TUP,1,0,0,0,
3,N6,4,OC,WHA,3,0,0,0,
3,N6,4,NC,WIT,2,1,0,0,
3,N6,4,INT,TUP,3,0,0,0,
3,N6,4,NC,MUS,0,1,0,0,
3,N6,4,OC,REE,0,1,0,0,
3,N6,4,XOak,CHO,1,0,0,0,
3,N6,4,Xoak,BLO,0,1,0,0,
3,N6,4,OC,BLG,1,0,0,0,
3,N6,4,NC,IRO,0,1,0,0,
3,N6,4,TOL,REM,2,0,0,0,
3,O2,1,NC,IRO,1,0,0,1,
3,O2,2,OC,WHA,5,0,0,0,
3,O2,2,TOL,REM,2,0,0,0,
3,O2,2,INT,TUP,12,0,0,0,
3,O2,2,OC,REE,2,0,0,0,
3,O2,2,TOL,SUM,1,0,0,0,
3,O2,2,Hic,PIH,1,0,0,0,
3,O2,2,INT,BLC,1,0,0,0,
3,O2,3,INT,SAS,2,0,0,0,
3,O2,3,OC,FLD,2,1,0,0,
3,O2,3,OC,WHA,3,2,0,0,
3,O2,3,Hic,BIH,4,0,0,0,
3,O2,3,NC,PAW,1,0,0,0,
3,O2,3,INT,TUP,3,0,0,0,
3,O2,3,TOL,REM,1,0,0,0,
3,O2,4,INT,SAS,2,0,0,0,
3,O2,4,INT,TUP,8,0,0,0,
3,O2,4,TOL,REM,4,0,0,0,
3,O2,4,OC,WHA,2,0,0,0,
3,O2,4,Hic,BIH,1,0,0,0,
3,O3,1,XOak,CHO,10,0,0,0,
3,O3,1,INT,SAS,6,2,0,0,
3,O3,1,NC,SER,0,1,0,0,
3,O3,1,Hic,PIH,1,1,0,0,
3,O3,1,TOL,REM,22,0,0,0,
3,O3,2,INT,SAS,9,1,0,0,
3,O3,2,XOak,CHO,3,0,0,0,
3,O3,2,Xoak,BLO,1,0,0,0,
3,O3,2,Moak,NRO,1,0,0,0,
3,O3,2,TOL,REM,21,0,0,0,
3,O3,3,INT,SAS,5,0,0,0,
3,O3,3,TOL,REM,11,0,0,0,
3,O3,4,INT,TUP,1,0,0,0,
3,O3,4,TOL,REM,21,0,0,0,
3,O3,4,NC,DOG,4,0,0,0,
3,O3,4,Hic,PIH,2,0,0,0,
3,O3,4,Moak,NRO,1,0,0,0,
3,O3,4,XOak,CHO,1,1,0,0,
3,O4,1,Xoak,SCO,0,1,0,0,
3,O4,1,INT,SAS,0,1,0,0,
3,O4,1,NC,DOG,2,0,1,0,
3,O4,1,XOak,CHO,2,0,0,0,
3,O4,1,TOL,REM,20,0,0,0,
3,O4,1,Hic,PIH,1,0,0,0,
3,O4,2,INT,SAS,3,0,0,0,
3,O4,2,NC,DOG,5,0,0,0,
3,O4,2,INT,TUP,1,0,0,0,
3,O4,2,TOL,REM,26,0,0,0,
3,O4,3,Moak,NRO,1,0,0,0,
3,O4,3,Xoak,BLO,1,0,0,0,
3,O4,3,INT,SAS,2,0,0,0,
3,O4,3,TOL,REM,13,0,0,0,
3,O4,4,TOL,REM,26,0,0,0,
3,O4,4,Moak,NRO,1,0,0,0,
3,O4,4,Xoak,BLO,0,1,0,0,
3,O4,4,INT,TUP,0,1,0,0,
3,O4,4,Hic,HIC,1,0,0,0,
3,O5,1,OC,WHA,2,0,0,0,
3,O5,1,NC,ELM,2,0,0,0,
3,O5,1,NC,MUS,1,0,0,0,
3,O5,2,TOL,REM,1,0,0,0,
3,O5,2,NC,MUS,0,0,1,0,
3,O5,3,NC,SPI,1,0,4,0,
3,O5,3,Hic,PIH,1,0,0,0,
3,O5,3,OC,WHA,1,0,0,0,
3,O5,4,OC,REE,1,0,0,0,
3,O6,1,Hic,BIT,1,0,0,0,
3,O6,1,NC,HAZ,1,0,0,0,
3,O6,1,Moak,NRO,1,0,0,0,
3,O6,1,NC,SPI,1,4,1,0,
3,O6,1,OC,REE,1,0,0,0,
3,O6,2,NC,SPI,2,1,0,0,
3,O6,2,Hic,BIH,1,0,0,0,
3,O6,3,NC,SPI,0,1,0,0,
3,O6,3,Hic,HIC,1,0,0,0,
3,O6,3,OC,REE,1,0,0,0,
3,O6,3,Hic,BIH,2,0,0,0,
3,O6,3,INT,TUP,2,0,0,0,
3,O6,4,Hic,BIH,1,0,0,0,
3,O6,4,TOL,REM,2,0,0,0,
3,O6,4,NC,SPI,0,0,1,0,
3,O6,4,INT,SAS,1,0,0,0,
3,P2,1,INT,SAS,4,0,0,0,
3,P2,1,TOL,SUM,1,0,0,0,
3,P2,1,OC,WHA,6,0,0,0,
3,P2,1,INT,TUP,41,0,0,0,
3,P2,1,OC,BLG,1,3,0,0,
3,P2,1,TOL,REM,4,0,0,0,
3,P2,1,OC,REE,1,0,0,0,
3,P2,2,INT,TUP,34,0,0,0,
3,P2,2,OC,WHA,8,0,0,0,
3,P2,2,INT,SAS,4,0,0,0,
3,P2,2,Hic,BIH,1,0,0,0,
3,P2,2,OC,HAC,1,0,0,0,
3,P2,2,TOL,REM,4,0,0,0,
3,P2,3,TOL,SUM,1,0,0,0,
3,P2,3,OC,WHA,8,0,0,0,
3,P2,3,INT,TUP,5,0,0,0,
3,P2,3,INT,SAS,2,0,0,0,
3,P2,3,TOL,REM,2,0,0,0,
3,P2,4,OC,WHA,10,0,0,0,
3,P2,4,Hic,BIH,1,0,0,0,
3,P2,4,INT,SAS,3,0,0,0,
3,P2,4,INT,TUP,18,0,0,0,
3,P2,4,TOL,REM,7,0,0,0,
3,P3,1,INT,SAS,9,0,0,0,
3,P3,1,TOL,REM,9,0,0,0,
3,P3,1,XOak,CHO,1,0,0,0,
3,P3,1,Xoak,BLO,1,0,0,0,
3,P3,2,INT,SAS,19,0,0,0,
3,P3,2,Xoak,BLO,4,0,0,0,
3,P3,2,OC,WHA,1,0,0,0,
3,P3,2,Hic,SHH,1,0,0,0,
3,P3,2,OC,ERC,1,0,0,0,
3,P3,2,TOL,REM,16,0,0,0,
3,P3,2,Hic,PIH,1,0,0,0,
3,P3,2,XOak,CHO,1,0,0,0,
3,P3,3,INT,BLC,1,0,0,0,
