year12,year13,year14,Unit,Tree,Treecode,shelter,clear,removed,squirrel,wo,buried,eaten,germ,missed,dist,az,micro
0,0,1,3,M3-12,3,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-12,3,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,0.49,330,STUMP
1,0,0,3,M3-3,4,1,0,1,1,1,0,0,0,0,0.57,25,STUMP
0,1,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,1.4,210,LOG
0,1,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,1.4,210,LOG
0,0,1,3,M3-3,4,1,0,1,1,1,0,1,0,0,1.65,270,NONE
0,0,1,3,M3-3,4,1,0,1,1,0,0,1,0,0,2.4,385,LOG
0,0,1,3,M3-3,4,1,0,1,1,0,0,1,0,0,2.4,385,LOG
0,0,1,3,M3-3,4,1,0,1,1,0,0,1,0,0,2.4,385,LOG
0,0,1,3,M3-3,4,1,0,1,1,1,0,1,0,0,2.4,335,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,2.71,98,LOG
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,2.8,340,NONE
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,2.94,322,BOT
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,3.1,135,NONE
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,3.65,285,NONE
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,3.7,280,NONE
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,3.9,230,LOG
0,1,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,4,200,NONE
0,1,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,4.1,340,LOG
0,1,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,4.1,340,LOG
0,1,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,4.1,340,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,1,0,1,0,4.5,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,4.51,310,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,4.63,290,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,4.71,190,NONE
0,1,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,5.3,10,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,6.83,200,LOG
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,8.15,95,LOG
0,0,1,3,M3-3,4,1,0,1,0,0,0,1,0,0,8.15,95,LOG
0,1,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,10.5,270,NONE
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,12.45,225,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,12.45,225,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,12.45,225,LOG
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,12.5,60,BOT
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,12.5,140,NONE
0,1,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,12.6,340,LOG
0,1,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,12.6,340,LOG
0,0,1,3,M3-3,4,1,0,1,0,0,0,1,0,0,13,75,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.05,220,LOG
0,1,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.1,285,NONE
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,13.7,215,NONE
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,13.8,195,BOT
1,0,0,3,M3-3,4,1,0,1,1,1,0,0,0,0,14.16,50,TREETOP
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,14.42,220,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,14.42,220,LOG
0,1,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,14.6,30,TREETOP
0,1,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,15,160,BOT
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,15.25,30,TREETOP
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,15.25,30,TREETOP
0,0,1,3,M3-3,4,1,0,1,0,0,0,1,0,0,15.6,270,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,15.86,265,NONE
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,15.96,50,TREETOP
0,1,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,16.8,110,BOT
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,17.3,230,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,17.3,230,LOG
0,1,0,3,M3-3,4,1,0,1,0,1,0,0,0,0,17.6,330,LOG
1,0,0,3,M3-3,4,1,0,1,0,1,0,1,0,0,17.75,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.75,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.75,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.75,230,LOG
1,0,0,3,M3-3,4,1,0,1,0,0,0,1,0,0,17.75,230,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,0,19.05,230,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,19.05,230,LOG
1,0,0,3,M3-3,4,1,0,1,1,0,1,0,0,0,19.25,180,NONE
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,19.3,30,NONE
0,0,1,3,M3-3,4,1,0,1,0,1,0,1,0,0,19.4,105,NONE
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,0,19.55,210,LOG
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,1,2.4,300,NONE
1,0,0,3,M3-3,4,1,0,1,1,0,0,1,0,1,2.9,300,NONE
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,1,3.8,310,NONE
1,0,0,3,M3-3,4,1,0,1,1,1,0,1,0,1,10.3,50,LOG
1,0,0,3,M3-3,4,1,0,0,1,1,1,0,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,1,0,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,1,0,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
1,0,0,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,1,0,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,0,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,1,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,0,1,3,M3-3,4,1,0,0,1,0,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,1.16,55,NONE
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,2.25,55,LOG
0,0,1,4,M4-7,5,0,0,1,1,1,0,1,0,0,2.75,80,BOT
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,3.3,225,LOG
0,0,1,4,M4-7,5,0,0,1,1,1,0,1,0,0,3.55,150,LOG
0,0,1,4,M4-7,5,0,0,1,0,0,0,1,0,0,3.55,300,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,3.55,290,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,3.55,290,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,3.55,290,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,3.55,290,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,3.55,290,LOG
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,3.55,290,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,3.75,295,LOG
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,3.81,2.6,LOG
1,0,0,4,M4-7,5,0,0,1,1,0,1,0,0,0,4.41,161,NONE
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,4.45,230,LOG
0,0,1,4,M4-7,5,0,0,1,0,0,0,1,0,0,4.7,285,BOT
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,4.84,135,LOG
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,4.84,135,LOG
1,0,0,4,M4-7,5,0,0,1,0,0,0,0,0,0,4.85,170,NONE
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,5.25,290,NONE
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,5.25,290,NONE
1,0,0,4,M4-7,5,0,0,1,1,0,0,0,0,0,6.26,90,NONE
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,6.65,155,LOG
0,0,1,4,M4-7,5,0,0,1,1,1,0,1,0,0,8.1,155,LOG
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,8.1,155,LOG
0,0,1,4,M4-7,5,0,0,1,1,1,0,1,0,0,8.7,110,NONE
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,8.7,110,NONE
0,0,1,4,M4-7,5,0,0,1,0,1,0,1,0,0,9.1,15,BOT
0,0,1,4,M4-7,5,0,0,1,0,0,1,0,0,0,9.7,120,NONE
1,0,0,4,M4-7,5,0,0,1,0,0,0,0,0,0,10.25,162,LOG
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,10.35,110,BOT
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,10.9,110,BOT
0,0,1,4,M4-7,5,0,0,1,0,0,0,1,0,0,13.5,180,STUMP
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,13.7,270,BOT
1,0,0,4,M4-7,5,0,0,1,1,0,0,0,0,0,14.48,192,NONE
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,16,230,NONE
1,0,0,4,M4-7,5,0,0,1,1,0,1,0,0,0,20.19,199,LOG
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,21.3,215,LOG
0,0,1,4,M4-7,5,0,0,1,1,0,0,1,0,0,23.4,105,BOT
0,0,1,4,M4-7,5,0,0,1,1,0,1,0,0,0,25.2,100,NONE
1,0,0,4,M4-7,5,0,0,0,1,1,1,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,1,1,0,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,1,1,0,1,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,1,0,0,1,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,1,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,1,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,1,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,1,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,0,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,0,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,1,0,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1,0,0,4,M4-7,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
0,0,1,4,M4-7,5,0,0,0,0,1,0,1,0,NA,NA,NA,NA
